numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07900;20220210131000;2040.000000;270;3.000000;275.250000;257.710000;26;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.850000;0.000000;-50;750.000000;3100.000000;mq;267.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;2.350000;0.000000;mq;2;3;mq;1;125.000000;
07904;20220210133000;2080.000000;0;0.000000;274.250000;262.750000;42;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.260000;0.000000;-50;750.000000;3100.000000;mq;266.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;1;mq;
07922;20220210131500;2295.000000;0;0.000000;275.850000;261.900000;35;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.600000;0.000000;-50;750.000000;3100.000000;mq;268.250000;mq;0;0;0;mq;mq;mq;mq;3;220;2.000000;mq;mq;mq;3;4;mq;2;mq;
07721;20220210130000;1760.000000;180;3.000000;277.750000;267.680000;48;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.120000;0.000000;-50;750.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;3;180;7.000000;1.150000;0.000000;mq;3;2;mq;1;mq;
07856;20220210120000;1620.000000;0;0.000000;279.550000;265.910000;37;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.980000;0.000000;-50;750.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;3;220;10.000000;mq;mq;mq;6;3;mq;2;mq;
07858;20220210130000;1768.000000;0;0.000000;277.450000;267.120000;47;0;0;0;2;2;800;2;0;0;mq;mq;mq;mq;mq;1.300000;0.000000;-50;750.000000;3100.000000;mq;266.650000;mq;0;0;4;mq;mq;mq;mq;3;220;7.000000;2.100000;0.000000;mq;3;3;mq;1;200.000000;
07887;20220210130000;1500.000000;0;0.000000;277.650000;269.140000;54;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.850000;0.000000;-50;750.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;3;270;7.000000;1.350000;0.000000;mq;2;2;mq;1;190.000000;
07928;20220210135000;1530.000000;220;2.000000;279.950000;270.520000;51;0;0;0;1;1;8000;0;0;2;mq;mq;mq;mq;mq;0.860000;0.000000;-50;750.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;2;220;70.000000;5.100000;0.200000;mq;6;3;mq;1;210.000000;
07982;20220210110000;1753.000000;90;1.000000;282.450000;268.130000;36;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.350000;0.000000;-50;750.000000;3100.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07721;20220211071000;1760.000000;310;4.000000;270.850000;270.580000;98;75;7;4;9;9;mq;/;/;/;8.600000;mq;270.750000;mq;279.350000;1.180000;0.070000;-99;768.000000;3107.000000;mq;271.450000;mq;0;mq;0;mq;mq;mq;mq;3;310;4.000000;1.220000;0.160000;mq;1;2;mq;1;150.000000;
07856;20220211064500;1620.000000;310;2.000000;272.750000;271.900000;94;70;0;7;9;9;mq;/;/;/;2.000000;mq;272.350000;mq;281.850000;1.000000;0.040000;-99;768.000000;3104.000000;mq;272.150000;mq;0;mq;mq;mq;mq;mq;mq;3;310;10.000000;2.250000;0.050000;mq;1;7;mq;2;mq;
07897;20220211072500;1870.000000;0;0.000000;271.550000;mq;mq;75;0;0;9;9;mq;9;/;/;mq;mq;271.350000;mq;280.750000;1.280000;0.060000;-99;768.000000;3106.000000;mq;270.950000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;200.000000;
07908;20220211070000;1970.000000;0;0.000000;271.050000;270.360000;95;71;7;4;9;9;mq;/;/;/;4.500000;mq;mq;mq;mq;1.200000;0.070000;-99;768.000000;3107.000000;mq;269.850000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07909;20220211073000;1700.000000;360;6.000000;272.150000;271.160000;93;71;7;0;9;mq;mq;/;/;/;2.800000;mq;272.150000;mq;283.750000;1.220000;0.020000;-99;768.000000;3102.000000;mq;271.350000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;3;mq;mq;mq;
07939;20220211071500;1860.000000;0;0.000000;270.150000;265.260000;69;0;0;0;3;3;1750;5;0;0;0.000000;mq;269.750000;mq;282.550000;0.380000;0.000000;-99;768.000000;3100.000000;mq;264.550000;mq;0;0;0;mq;mq;mq;mq;1;360;7.000000;0.480000;0.000000;mq;7;7;mq;mq;mq;
07954;20220211065800;1107.000000;0;0.000000;276.950000;273.290000;77;0;0;0;8;8;800;5;/;/;0.000000;mq;275.150000;mq;290.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20220211071500;1000.000000;0;0.000000;277.750000;273.520000;74;0;0;0;8;8;1250;5;/;/;0.000000;mq;277.450000;mq;289.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07873;20220211081000;1478.000000;0;0.000000;274.250000;mq;mq;73;7;4;9;mq;mq;/;/;/;0.600000;mq;mq;mq;mq;1.080000;0.100000;-99;768.000000;3110.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20220211075000;2550.000000;0;0.000000;268.350000;267.390000;93;70;7;4;9;9;mq;/;/;/;0.400000;mq;266.950000;mq;276.750000;1.790000;0.010000;-99;768.000000;3101.000000;mq;265.450000;mq;0;mq;0;mq;mq;mq;mq;2;220;5.000000;mq;mq;mq;9;1;mq;2;mq;
07921;20220211080600;1680.000000;0;0.000000;273.650000;266.340000;58;0;0;0;7;3;1250;0;7;7;0.000000;mq;270.350000;mq;279.950000;0.340000;0.000000;-99;768.000000;3100.000000;mq;269.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;7;4;mq;mq;mq;
07959;20220211074500;1860.000000;0;0.000000;mq;mq;mq;70;0;0;8;8;150;0;2;/;0.000000;mq;mq;mq;mq;0.850000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;mq;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;7;7;mq;2;mq;
07960;20220211080000;1590.000000;0;0.000000;274.850000;273.990000;94;0;4;0;8;7;250;5;/;/;0.000000;mq;272.750000;mq;283.750000;0.430000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;7;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07392;20220211070000;1036.000000;270;1.000000;271.750000;271.050000;95;0;6;3;8;mq;mq;5;/;/;9.000000;mq;mq;mq;mq;0.200000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20220211080000;2196.000000;180;5.000000;268.850000;mq;mq;71;7;3;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.080000;0.060000;-99;768.000000;3106.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07608;20220211073000;1327.000000;0;0.000000;277.650000;mq;mq;61;4;mq;9;9;mq;/;/;/;2.500000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07725;20220211082000;1456.000000;0;0.000000;274.650000;273.030000;89;60;0;0;8;8;150;6;/;/;0.000000;mq;272.550000;mq;285.450000;0.470000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;7;mq;2;mq;
07813;20220211081400;1210.000000;0;0.000000;272.150000;mq;mq;75;0;0;mq;mq;mq;/;/;/;6.200000;mq;mq;mq;mq;1.150000;0.070000;-99;768.000000;3107.000000;mq;271.950000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;1.250000;0.100000;mq;3;4;0;mq;mq;
07875;20220211074500;1860.000000;360;5.000000;271.750000;271.340000;97;45;7;0;9;9;mq;/;/;/;0.200000;mq;270.150000;mq;276.350000;1.180000;0.010000;-99;768.000000;3101.000000;mq;270.850000;mq;0;mq;mq;mq;mq;mq;mq;2;40;9.000000;mq;mq;mq;9;2;mq;1;190.000000;
07882;20220211075000;1382.000000;0;0.000000;273.850000;273.140000;95;45;4;6;9;9;mq;/;/;/;0.200000;mq;273.750000;mq;275.450000;0.650000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;2;360;4.000000;1.250000;0.020000;mq;7;6;mq;2;mq;
07884;20220211073000;1400.000000;0;0.000000;273.150000;mq;mq;70;0;7;9;9;mq;/;/;/;7.000000;mq;268.150000;mq;286.150000;1.000000;0.040000;-99;768.000000;3104.000000;mq;272.350000;mq;0;mq;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;7;mq;mq;mq;
07889;20220211080000;1800.000000;0;0.000000;271.150000;270.030000;92;71;7;0;9;9;mq;/;/;/;0.800000;mq;mq;mq;mq;0.520000;0.020000;-99;768.000000;3102.000000;mq;270.850000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;7;mq;mq;mq;
07892;20220211073000;1700.000000;0;0.000000;271.550000;270.130000;90;70;0;0;8;8;450;0;2;/;0.600000;mq;265.450000;mq;281.050000;0.990000;0.010000;-99;768.000000;3101.000000;mq;267.750000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07894;20220211072500;1350.000000;0;0.000000;273.250000;272.400000;94;73;7;0;8;8;150;0;2;/;0.800000;mq;273.150000;mq;281.150000;0.500000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;2;mq;
07896;20220211072000;1416.000000;220;2.000000;272.950000;271.200000;88;71;0;0;8;8;450;0;2;/;0.400000;mq;267.150000;mq;278.150000;0.860000;0.010000;-99;768.000000;3101.000000;mq;270.550000;mq;0;mq;mq;mq;mq;mq;mq;2;310;3.000000;mq;mq;mq;9;7;mq;2;mq;
07900;20220211065000;2040.000000;130;7.000000;270.750000;268.100000;82;36;3;7;9;9;mq;/;/;/;0.200000;mq;269.050000;mq;277.750000;0.870000;0.020000;-99;768.000000;3102.000000;mq;267.650000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;3;mq;1;240.000000;
07901;20220211070000;1867.000000;0;0.000000;270.750000;270.340000;97;88;7;0;9;9;mq;/;/;/;2.000000;mq;270.750000;mq;280.050000;1.110000;0.030000;-99;768.000000;3103.000000;mq;272.750000;mq;0;mq;mq;mq;mq;mq;mq;2;270;6.000000;mq;mq;mq;1;9;mq;2;mq;
07912;20220211070000;1713.000000;270;1.000000;271.850000;269.340000;83;70;7;0;8;8;450;5;2;/;0.300000;mq;264.350000;mq;276.750000;0.820000;0.010000;-99;768.000000;3101.000000;mq;266.850000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;mq;mq;
07926;20220211080000;2185.000000;90;1.000000;271.550000;267.700000;75;70;0;0;7;7;450;5;/;/;0.100000;mq;270.550000;mq;280.350000;0.800000;0.010000;-99;768.000000;3101.000000;mq;269.250000;mq;0;0;0;mq;mq;mq;mq;1;40;1.000000;0.580000;0.000000;mq;9;3;mq;2;mq;
07945;20220211080000;1270.000000;0;0.000000;272.350000;267.560000;70;0;0;0;7;1;1750;2;3;2;0.000000;mq;269.950000;mq;287.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07950;20220211082000;1590.000000;0;0.000000;274.150000;271.750000;84;0;0;0;8;8;450;6;/;/;0.000000;mq;273.150000;mq;283.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07955;20220211082000;1840.000000;270;2.000000;272.450000;270.080000;84;0;4;0;8;8;80;5;/;/;0.000000;mq;270.850000;mq;281.550000;0.970000;0.000000;-99;768.000000;3100.000000;mq;272.050000;mq;0;0;mq;mq;mq;mq;mq;1;130;3.000000;1.700000;0.000000;mq;7;4;mq;2;mq;
07965;20220211082500;1460.000000;0;0.000000;275.150000;272.400000;82;61;0;0;8;8;800;5;/;/;0.200000;mq;274.350000;mq;285.250000;0.280000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;1;440.000000;
07970;20220211075000;1789.000000;270;2.000000;272.350000;267.930000;72;0;0;0;8;8;450;5;/;/;0.000000;mq;272.350000;mq;273.950000;0.800000;0.000000;-99;768.000000;3100.000000;mq;270.450000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;4;mq;mq;mq;
07977;20220211083000;2087.000000;0;0.000000;270.950000;269.230000;88;0;0;0;8;8;150;5;/;/;0.000000;mq;267.150000;mq;276.250000;0.900000;0.000000;-99;768.000000;3100.000000;mq;268.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07498;20220211073000;1854.000000;360;1.000000;270.550000;266.900000;76;70;7;7;8;8;mq;0;2;/;0.500000;mq;266.750000;mq;276.750000;1.060000;0.010000;-99;768.000000;3101.000000;mq;271.350000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07575;20220211082600;2134.000000;310;3.000000;274.350000;268.080000;63;16;0;0;7;6;450;0;2;/;0.000000;mq;270.750000;mq;279.250000;0.570000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;1;270;3.000000;0.640000;0.000000;mq;7;4;mq;2;mq;
07582;20220211080500;1350.000000;0;0.000000;273.150000;271.090000;86;70;6;4;8;8;250;6;/;/;0.400000;mq;272.850000;mq;281.250000;0.490000;0.010000;-99;768.000000;3101.000000;mq;270.650000;mq;0;2;0;mq;mq;mq;mq;2;310;6.000000;1.060000;0.010000;mq;9;6;mq;1;240.000000;
07815;20220211083000;2356.000000;360;2.000000;269.750000;264.880000;69;70;0;6;9;9;mq;/;/;/;1.500000;mq;269.750000;mq;279.150000;1.170000;0.010000;-99;768.000000;3101.000000;mq;269.250000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;1;200.000000;
07861;20220211080000;1635.000000;0;0.000000;271.350000;271.080000;98;73;7;7;8;8;mq;/;/;/;13.000000;mq;271.350000;mq;278.850000;1.250000;0.150000;-99;768.000000;3115.000000;mq;272.150000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;1.300000;0.150000;mq;2;2;mq;0;90.000000;
07887;20220211083000;1500.000000;0;0.000000;271.950000;271.540000;97;73;7;4;9;9;mq;/;/;/;9.700000;mq;271.750000;mq;279.050000;0.950000;0.120000;-99;768.000000;3112.000000;mq;271.350000;mq;0;mq;0;mq;mq;mq;mq;2;0;0.000000;1.500000;0.150000;mq;1;1;mq;0;80.000000;
07888;20220211065200;1788.000000;0;0.000000;272.150000;269.950000;85;70;7;0;8;8;mq;6;1;/;0.100000;mq;271.650000;mq;281.450000;0.690000;0.010000;-99;768.000000;3101.000000;mq;272.150000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;1;mq;2;mq;
07891;20220211083000;1209.000000;0;0.000000;274.050000;273.910000;99;73;0;7;8;8;mq;0;2;/;7.400000;mq;273.950000;mq;279.950000;0.900000;0.050000;-99;768.000000;3105.000000;mq;272.550000;mq;0;mq;mq;mq;mq;mq;mq;mq;270;5.000000;1.800000;0.080000;mq;1;3;mq;mq;mq;
07919;20220211083800;2130.000000;0;0.000000;274.550000;270.600000;75;0;0;0;mq;mq;mq;/;/;/;0.000000;mq;271.150000;mq;280.350000;0.490000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;6;mq;2;mq;
07923;20220211084500;1895.000000;0;0.000000;273.350000;268.330000;69;0;0;0;3;3;800;2;0;0;0.000000;mq;270.750000;mq;281.150000;0.400000;0.000000;-99;768.000000;3100.000000;mq;269.550000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;5;mq;2;mq;
07925;20220211080000;1905.000000;0;0.000000;273.450000;265.690000;56;0;0;0;7;7;450;6;7;/;0.000000;mq;270.250000;mq;281.750000;0.390000;0.000000;-99;768.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;1;360;2.000000;0.500000;0.000000;mq;5;7;mq;2;mq;
07929;20220211090000;1855.000000;220;5.000000;272.150000;268.460000;76;0;0;0;3;3;450;5;0;0;0.000000;mq;270.150000;mq;278.550000;0.700000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;mq;mq;mq;mq;mq;1;220;5.000000;mq;mq;mq;4;5;mq;1;240.000000;
07964;20220211084000;2020.000000;0;0.000000;271.350000;270.510000;94;45;0;0;9;9;mq;/;/;/;0.000000;mq;268.950000;mq;280.050000;1.150000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07968;20220211083500;1569.000000;0;0.000000;274.650000;272.080000;83;70;0;0;8;8;450;5;/;/;0.000000;mq;272.950000;mq;287.450000;0.250000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;1;40;2.000000;1.480000;0.000000;mq;7;7;mq;2;mq;
07972;20220211084900;1715.000000;310;2.000000;mq;mq;mq;45;0;0;8;8;250;5;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;270.150000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07973;20220211083000;1472.000000;0;0.000000;275.450000;274.280000;92;45;4;6;9;9;mq;/;/;/;0.100000;mq;274.450000;mq;283.350000;0.550000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07976;20220211083500;1530.000000;310;2.000000;274.950000;270.990000;75;0;0;0;8;8;250;5;/;/;0.000000;mq;274.050000;mq;284.350000;0.150000;0.000000;-99;768.000000;3100.000000;mq;272.550000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07454;20220211090000;1535.000000;360;2.000000;270.750000;mq;mq;17;0;7;9;9;30;2;/;/;14.500000;mq;mq;mq;mq;0.800000;0.150000;-99;768.000000;3115.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;213.000000;
07595;20220211085500;1915.000000;0;0.000000;272.250000;mq;mq;45;0;0;9;9;mq;/;/;/;0.000000;mq;271.550000;mq;287.350000;0.450000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07596;20220211084500;1717.000000;0;0.000000;276.650000;269.610000;60;0;7;0;2;2;800;2;0;0;0.100000;mq;272.850000;mq;282.750000;0.270000;0.010000;-99;768.000000;3101.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07715;20220211085500;2125.000000;0;0.000000;272.950000;266.330000;61;0;0;0;2;2;450;2;0;0;0.000000;mq;mq;mq;mq;0.400000;0.000000;-99;768.000000;3100.000000;mq;269.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07876;20220211083500;1270.000000;0;0.000000;273.350000;mq;mq;73;6;7;9;9;mq;/;/;/;98.500000;mq;mq;mq;mq;0.810000;0.090000;-99;768.000000;3109.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;6;mq;mq;mq;
07885;20220211084200;1603.000000;270;7.000000;273.350000;271.600000;88;70;7;7;8;8;80;6;7;/;1.000000;mq;272.450000;mq;278.350000;0.870000;0.020000;-99;768.000000;3102.000000;mq;272.250000;mq;0;8;4;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;3;mq;2;200.000000;
07903;20220211084000;1400.000000;270;2.000000;273.450000;272.450000;93;71;7;6;9;9;mq;/;/;/;3.000000;mq;273.350000;mq;282.150000;0.340000;0.010000;-99;768.000000;3101.000000;mq;271.150000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;6;mq;2;mq;
07907;20220211084500;1585.000000;0;0.000000;274.050000;271.650000;84;70;7;4;8;8;250;6;/;/;0.600000;mq;272.450000;mq;284.450000;0.690000;0.010000;-99;768.000000;3101.000000;mq;271.650000;mq;0;2;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;7;mq;2;mq;
07915;20220211090000;2420.000000;310;8.000000;270.850000;261.060000;47;44;0;0;9;8;mq;6;/;/;mq;mq;269.650000;mq;mq;0.650000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5;9;mq;1;250.000000;
07920;20220211083000;1720.000000;0;0.000000;274.650000;mq;mq;71;6;4;9;9;mq;6;/;/;0.100000;mq;mq;mq;mq;0.600000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;5;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;7;mq;2;mq;
07928;20220211084500;1530.000000;40;2.000000;271.650000;270.670000;93;73;7;6;9;9;mq;/;/;/;12.400000;mq;271.650000;mq;281.150000;1.010000;0.150000;-99;768.000000;3115.000000;mq;273.050000;mq;0;mq;0;mq;mq;mq;mq;4;40;2.000000;1.170000;0.160000;mq;2;2;mq;0;90.000000;
07957;20220211084000;1740.000000;220;5.000000;273.350000;270.310000;80;0;0;0;6;6;450;5;/;/;0.000000;mq;271.150000;mq;280.550000;1.400000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;7;mq;2;mq;
07974;20220211090000;1500.000000;0;0.000000;275.250000;270.920000;73;0;0;0;8;8;1250;6;/;/;0.000000;mq;271.650000;mq;284.450000;0.750000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;7;mq;mq;mq;
07589;20220211083000;1570.000000;0;0.000000;273.150000;mq;mq;70;7;0;8;8;250;6;/;/;0.100000;mq;273.150000;mq;282.650000;0.400000;0.010000;-99;768.000000;3101.000000;mq;271.850000;mq;0;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;6;mq;2;mq;
07598;20220211092000;2085.000000;0;0.000000;276.150000;270.210000;65;0;0;0;3;3;150;5;0;0;0.000000;mq;269.550000;mq;279.350000;0.320000;0.000000;-99;768.000000;3100.000000;mq;272.050000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07811;20220211074500;2350.000000;40;2.000000;268.850000;267.160000;88;mq;mq;mq;mq;mq;mq;/;/;/;0.100000;mq;268.650000;mq;277.650000;0.610000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07878;20220211090000;1600.000000;0;0.000000;274.350000;269.670000;71;70;7;4;8;8;250;6;/;/;0.500000;mq;273.350000;mq;281.350000;0.420000;0.010000;-99;768.000000;3101.000000;mq;271.750000;mq;0;0;mq;mq;mq;mq;mq;2;360;8.000000;mq;mq;mq;7;9;mq;2;mq;
07902;20220211075800;2022.000000;0;0.000000;270.450000;270.040000;97;71;0;0;9;9;mq;/;/;/;1.200000;mq;270.250000;mq;279.150000;1.410000;0.010000;-99;768.000000;3101.000000;mq;268.550000;mq;0;mq;0;mq;mq;mq;mq;2;360;8.000000;mq;mq;mq;9;1;mq;2;mq;
07927;20220211090000;2100.000000;310;3.000000;273.450000;262.610000;44;0;0;0;3;3;800;2;1;0;0.000000;mq;272.450000;mq;280.450000;0.380000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;5;mq;2;mq;
07936;20220211082000;2020.000000;0;0.000000;271.750000;267.170000;71;0;0;0;5;5;800;0;3;0;0.000000;mq;270.250000;mq;280.450000;0.490000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07940;20220211093000;1900.000000;360;6.000000;276.750000;269.480000;59;0;0;0;3;3;1750;0;3;0;0.000000;mq;273.150000;mq;281.350000;0.190000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;360;8.000000;mq;mq;mq;7;5;mq;2;mq;
07943;20220211093000;1650.000000;0;0.000000;274.650000;274.080000;96;45;6;0;9;9;mq;/;/;/;1.100000;mq;273.250000;mq;283.050000;0.280000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07952;20220211093000;1840.000000;0;0.000000;274.950000;mq;mq;0;4;0;5;5;80;6;0;0;0.000000;mq;mq;mq;mq;1.800000;0.000000;-99;768.000000;3100.000000;mq;272.550000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07953;20220211084500;1800.000000;0;0.000000;273.450000;272.000000;90;0;4;0;8;8;450;6;/;/;0.000000;mq;271.250000;mq;280.050000;0.900000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;5;7;mq;1;mq;
